,Vehicle Name,Price,Mileage,Dealer Name,Link
149,2015 Hyundai Genesis 3.8,"$23,697","48,091 mi.","
DriveTime of Fresno
",http://www.cars.com/vehicledetail/c93a8a77-8006-4dfa-a7d6-51156564d603/
150,2016 Volvo V60 T5 Premier,"$18,990","68,608 mi.","
INFINITI of Marin
",http://www.cars.com/vehicledetail/158eb47e-14d8-4c15-b02b-b41c8f0e686a/
151,2019 Genesis G80 3.3T Sport,"$38,990","40,729 mi.","
Carvana-Touchless Delivery To Your Home-Reno
",http://www.cars.com/vehicledetail/bda07efb-8afe-4c01-9903-36f203b3f1b3/
152,2010 Ferrari California ,"$109,991","26,493 mi.","
San Francisco Exotic Cars
",http://www.cars.com/vehicledetail/b49b07e4-b582-4f11-8947-3afb2507a05a/
153,2020 INFINITI QX50 Luxe,"$32,990","19,990 mi.","
BMW of Monterey
",http://www.cars.com/vehicledetail/1b2f9e39-ca4b-4629-a22c-a8aaab472508/
154,2019 Audi A5 2.0T Premium Plus,"$34,454","37,733 mi.","
Audi of Monterey Peninsula
",http://www.cars.com/vehicledetail/bcaf2d4a-05b9-4f8d-93d3-7c11a360cc8e/
155,2019 Cadillac XT4 Premium Luxury,"$34,597","24,327 mi.","
Cardinale Nissan of Seaside
",http://www.cars.com/vehicledetail/4647c0fd-27ed-4b06-a189-3c101bb84687/
156,2018 Cadillac ATS 2.0L Turbo Luxury,"$24,782","44,335 mi.","
Haron Jaguar Land Rover
",http://www.cars.com/vehicledetail/8be7f839-d200-438e-8b11-18982e38d6f0/
157,2020 Toyota Highlander Hybrid XLE,"$45,900","18,209 mi.","
Mypark.com by Fahrney
",http://www.cars.com/vehicledetail/cf19c0b6-297d-44e2-94b1-1bfaef07ccf8/
158,2021 Nissan Murano S,"$26,490","12,999 mi.","
Nissan of Yuba City
",http://www.cars.com/vehicledetail/d9b382d7-44c7-48bb-b51d-6b6a1608815c/
159,2021 Mercedes-Benz E-Class E 350,"$56,998","1,559 mi.","
CarMax Santa Rosa - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/5262e6d5-09a6-4c1d-8d21-d6fe15ace1c3/
160,2022 GMC Sierra 1500 Limited AT4,"$61,263","10,849 mi.","
Keller Auto Group
",http://www.cars.com/vehicledetail/b25bd2d4-977b-44f3-b177-140e853af987/
161,2017 Toyota Highlander Hybrid Limited,"$33,907","52,009 mi.","
Bill Pearce BMW
",http://www.cars.com/vehicledetail/df01ca65-10d5-4ddf-b7a9-56a08d95210d/
162,2019 BMW M240 i xDrive,"$44,591","16,719 mi.","
Mercedes-Benz of Reno
",http://www.cars.com/vehicledetail/98dfcc5a-51c9-479a-bedb-b917a6c09524/
163,2015 Mercedes-Benz C-Class C 300,"$23,998","52,643 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/48042e9d-3a3f-4559-ace7-9a37dc34fc88/
164,2018 Nissan Maxima 3.5 SV,"$24,998","45,591 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/0f3aa13d-16da-4d72-8399-5d203cb9e2aa/
165,2020 Land Rover Defender 110 HSE,"$74,998","15,232 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/93ce8ec4-5567-46bc-bdf2-c174155e5262/
166,2019 BMW 530e iPerformance,"$34,998","28,629 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/96b2d3d3-211f-4f62-8112-eba5fe2063cb/
167,2016 Subaru WRX STI Base,"$30,998","86,339 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/d032f5db-037d-4b4a-b50b-942793417eb3/
168,2022 Buick Envision Essence,"$39,995","14,538 mi.","
Crown Buick GMC
",http://www.cars.com/vehicledetail/29539fb3-91e1-477a-a366-5f4763a040bb/
169,2022 Kia Sorento Plug-In Hybrid SX,"$49,897","4,275 mi.","
Tom Dolan's Reno KIA
",http://www.cars.com/vehicledetail/a1a2af5f-0194-49ae-beef-ec6d21ee5267/
170,2016 Lexus NX 200t F Sport,"$29,987","49,996 mi.","
Dolan Lexus
",http://www.cars.com/vehicledetail/d3e60f55-263c-491a-82d5-238d74efebdd/
171,2022 Nissan Frontier SV,"$37,899","2,757 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/07b99182-50a7-4e31-97e4-d7a72d21937f/
172,2014 Chevrolet Impala 1LT,"$16,749","73,877 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/66692889-3c49-45ac-840b-09d9ae4fbc09/
173,2019 Acura ILX Premium & A-SPEC Packages,"$28,535","15,678 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/9137f954-f3e3-472d-81cb-12c4b5e3fc48/
174,2018 Ford Transit-250 148 WB Medium Roof Cargo,"$43,794","29,411 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/83240787-1e00-4e32-9be4-946190845afd/
175,2020 Hyundai Palisade Limited,"$41,989","36,793 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/cbf235db-aad4-4312-be9c-047f7bc92f89/
176,2020 Hyundai Palisade SEL,"$39,995","37,407 mi.","
Lithia Hyundai of Reno
",http://www.cars.com/vehicledetail/00433978-e19f-4e85-a673-e6391de30cf9/
177,2019 Volkswagen Passat 2.0T SE R-Line,"$24,895","41,848 mi.","
Lithia Hyundai of Reno
",http://www.cars.com/vehicledetail/8e09c7b3-ab71-4c56-9299-4937d7230089/
178,2017 Dodge Charger R/T,"$26,876","56,127 mi.","
Lithia Reno Subaru
",http://www.cars.com/vehicledetail/8c4dfabc-b7a2-4fec-9d94-310f3a73dc75/
179,2022 Honda Ridgeline RTL-E,"$43,491","10,683 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/7158f774-868b-45c1-876a-ad12e7f4baba/
180,2018 Toyota Sequoia SR5,"$43,991","38,995 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/22e7e2b6-d2de-4f02-866a-c55355678188/
181,2014 Lexus LS 460 L,"$24,497","124,391 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/cdfad2e7-4c1c-4a9a-ac0b-82009b09ff7a/
182,2018 Land Rover Range Rover Sport HSE Dynamic,"$65,980","38,863 mi.","
Lithia Chrysler Jeep of Reno
",http://www.cars.com/vehicledetail/18a6a95a-359e-4cbd-99a8-e15e7e604bc6/
183,2020 Lexus GX 460 Base,"$46,664","22,302 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/d0842200-376b-448f-bbc0-9152fdd6c18a/
184,2020 Cadillac CT4 Luxury,"$31,999","19,729 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/fde2dc66-a9ea-4ab2-9e51-7babdfb36b8e/
185,2015 Chevrolet Silverado 2500 LTZ,"$39,939","168,168 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/1cff6b3b-5263-42eb-ad93-5fff9e2ba523/
186,2020 Audi RS Q8 4.0T,"$114,378","27,266 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/5ae5f5fc-2eea-4309-8366-a9a2239432b6/
187,2014 RAM 2500 Tradesman,"$28,999","61,515 mi.","
Bill Pearce Courtesy Honda
",http://www.cars.com/vehicledetail/25ee8f54-7b4c-461f-80f6-b5e94bce9a1b/
188,2015 Honda CR-V Touring,"$24,999","46,743 mi.","
Bill Pearce Courtesy Honda
",http://www.cars.com/vehicledetail/1c215b9f-a675-4338-a637-a69536b80151/
189,2022 Buick Envision Preferred,"$34,547","9,946 mi.","
Crown Buick GMC
",http://www.cars.com/vehicledetail/e354d5d0-2bf1-4b42-910b-4ef8f75a5159/
190,2017 Nissan Titan XD PRO-4X,"$42,497","38,248 mi.","
Dolan Dodge Ram FIAT
",http://www.cars.com/vehicledetail/88ce3a2f-4549-4f54-8f15-a176d1dfdff9/
191,2021 Mercedes-Benz AMG A 35 Base,"$53,997","33,874 mi.","
Ken Fowler Subaru
",http://www.cars.com/vehicledetail/8d927f4d-f31d-4d8f-b115-8158b6525b53/
192,2020 Ford Expedition Limited,"$39,986","63,594 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/53ac41d4-05fc-4468-93df-c02584111e30/
193,2021 Cadillac CT5 Premium Luxury AWD,"$47,997","14,000 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/40e8081e-3193-4913-9a97-4000f6f09567/
194,2014 Dodge Durango Citadel,"$24,986","59,370 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/e0ce1497-77ff-4b34-95bd-b3a8c1020bb8/
195,2022 Jeep Grand Wagoneer Series III,"$99,998","7,898 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/db58ff05-eef3-415e-aae3-a21cdab2c544/
196,2019 BMW 740 i,"$44,444","24,804 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/f6ecb482-3769-478f-885e-1a86301f6ec9/
197,2017 BMW X6 M Base,"$46,994","58,238 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/045c2655-5dce-4623-9ebe-369bfbc528f4/
198,2022 BMW 740 i,"$68,328","14,727 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/240f8cb6-5d03-4026-93cb-5809944a3e23/
199,2020 BMW X3 PHEV xDrive30e,"$47,888","23,371 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/9cf29a40-889a-4f85-b510-2e2074b99564/
200,2019 BMW X5 xDrive50i,"$56,954","28,226 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/7b25f78c-9dad-40cc-9e71-229284706cf0/
201,2018 Chevrolet Suburban LT,"$39,900","67,888 mi.","
Sunset Honda
",http://www.cars.com/vehicledetail/672e247c-5069-4fa1-9ecb-a5b5d60e0ad0/
202,2021 BMW X4 M AWD,"$71,792","23,242 mi.","
Mercedes-Benz & Chevrolet in San Luis Obispo
",http://www.cars.com/vehicledetail/478950ba-f8c7-4a3b-83b6-d45e9c9d3e80/
203,2015 Chevrolet Colorado WT,"$19,996","74,624 mi.","
Auto Village
",http://www.cars.com/vehicledetail/c7d772e9-dd95-4cbd-abff-cc524803a436/
204,2013 Ford Mustang V6 Premium,"$16,995","67,839 mi.","
SBG Auto
",http://www.cars.com/vehicledetail/70d2b609-9d12-4412-8e6c-32a91573db80/
205,2021 Chevrolet Trailblazer LS,"$25,900","17,250 mi.","
Bakersfield Mitsubishi
",http://www.cars.com/vehicledetail/9edf7c7b-302e-4649-b8f4-b9b85686c172/
206,2019 Jeep Wrangler Unlimited Sport S,"$37,995","45,817 mi.","
CarTag USA
",http://www.cars.com/vehicledetail/b425f672-3280-4664-bdf6-f28f89facf5f/
207,2019 Mercedes-Benz Sprinter 3500 ,"$39,999","15,481 mi.","
Haddad Dodge Ram
",http://www.cars.com/vehicledetail/e175daa5-15bf-499f-9a79-9518adfc2be1/
208,2020 BMW 530e iPerformance,"$50,690","17,281 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/dcde3fc8-a94b-405d-81fb-e6c0944d6c87/
209,2021 Jaguar F-PACE S,"$53,998","10,635 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/b38bdeb8-80c1-4f59-ba48-727914035a3c/
210,2019 Nissan Murano SL,"$27,995","29,629 mi.","
BMW of Idaho Falls
",http://www.cars.com/vehicledetail/854369e2-793b-4a36-b30e-d8a23d76a973/
211,2017 Acura MDX 3.5L,"$34,998","37,054 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/69af0ba4-f57c-4b38-a506-e800c45df056/
212,2020 Lexus RX 350 F Sport Performance,"$51,998","16,250 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/cba2d36c-b12e-4df4-bac0-77225105b811/
213,2016 Audi A3 2.0T Premium,"$22,995","39,206 mi.","
Lithia Toyota of Redding
",http://www.cars.com/vehicledetail/2c20859e-fb37-4950-a7f3-a18321c467ef/
214,2013 Toyota FJ Cruiser Base,"$28,995","105,440 mi.","
Lithia Toyota of Redding
",http://www.cars.com/vehicledetail/85fd0ec1-e37d-4c7f-aeec-5aa91ee82d19/
215,2022 Toyota Avalon Hybrid XLE,"$39,995","4,152 mi.","
Lithia Toyota of Redding
",http://www.cars.com/vehicledetail/0eb42e47-9e0a-450f-8222-863491fef69c/
216,2022 Honda Accord Sport 1.5T,"$30,995",906 mi.,"
Toyota of Santa Barbara
",http://www.cars.com/vehicledetail/f0ef6e87-315c-449f-b71a-49b14c5fccb2/
217,2022 BMW 330 i,"$42,500","18,484 mi.","
Santa Barbara Auto Group
",http://www.cars.com/vehicledetail/0ad7e500-de65-4233-a96d-b2205ebdf4bd/
218,2014 Volkswagen Golf 2.5L,"$14,998","68,581 mi.","
CarMax Oxnard - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/e2de6e66-92cf-4846-adfc-ab5325ed2c75/
219,2014 Toyota Corolla LE Premium,"$18,998","31,753 mi.","
CarMax Oxnard - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/43ed1c80-7880-42d9-a2cd-580723468ed8/
220,2002 Volkswagen Eurovan MV,"$21,980","155,015 mi.","
Starfire Auto Inc.
",http://www.cars.com/vehicledetail/dd9777a0-74c2-4864-aae4-ef2ddd260bf4/
221,2018 BMW 650 Gran Coupe i,"$47,398","33,081 mi.","
Valencia BMW
",http://www.cars.com/vehicledetail/d7fcd72d-3482-4eec-a13c-291ed88ffdc2/
222,2021 Audi RS 5 2.9T,"$71,998","14,713 mi.","
CarMax Canoga Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/301b5a0e-25fe-48ac-b096-13c9fdceccf3/
223,2019 Kia Optima SX Turbo,"$31,000","31,061 mi.","
Harper Motors
",http://www.cars.com/vehicledetail/1b4e356d-9124-4ed3-a381-94fcedfbc276/
224,2013 Lexus LS 460 Base,"$34,995","40,581 mi.","
Lexus of Woodland Hills
",http://www.cars.com/vehicledetail/3e00b177-b8b8-40b7-8722-c67e65cf4ff0/
225,2015 Scion FR-S ,"$15,995","98,477 mi.","
SoCal Auto Group
",http://www.cars.com/vehicledetail/ae121c53-0fe3-4829-9074-2da5972e9699/
226,2013 Volkswagen Jetta Hybrid SEL Premium,"$10,590","63,739 mi.","
SoCal Auto Group
",http://www.cars.com/vehicledetail/2b4a6cdd-7992-4fc5-804c-6aeacec88dae/
227,2021 BMW X4 xDrive30i,"$45,107","15,615 mi.","
Karplus Warehouse Inc.
",http://www.cars.com/vehicledetail/d5a1e02c-3785-481b-a59b-e6593f29a50a/
228,2018 Lincoln MKX Reserve,"$31,500","45,186 mi.","
Galpin Lincoln Volvo
",http://www.cars.com/vehicledetail/b2d80348-abe5-4c37-9636-836f1441054d/
229,2017 Honda Pilot Elite,"$31,995","84,850 mi.","
Roy's Auto Center
",http://www.cars.com/vehicledetail/daacb702-4c1e-4cbe-9fa3-9d305651c49e/
230,2008 GMC Yukon Hybrid Base,"$12,995","130,592 mi.","
Car Fluent Inc of Sunland
",http://www.cars.com/vehicledetail/da860f42-a12f-4a55-9268-33583f60b8a4/
231,2021 Jeep Grand Cherokee L Limited,"$43,629","15,521 mi.","
Hebert's Town & Country Chrysler Dodge Jeep RAM
",http://www.cars.com/vehicledetail/717313c6-b359-42a2-89ff-eba40aa7ce06/
232,1995 Nissan 300ZX Turbo,"$24,990","88,587 mi.","
MDK International
",http://www.cars.com/vehicledetail/04aff8f2-bbf5-495e-839a-93ef91fdca6a/
233,2020 BMW X4 M Competition,"$64,885","31,580 mi.","
Century West BMW
",http://www.cars.com/vehicledetail/da2d98b0-b623-47b6-b5aa-01244ea0af1b/
234,2014 Bentley Mulsanne ,"$144,900","23,843 mi.","
Marshall Goldman Motor Sales
",http://www.cars.com/vehicledetail/881e3946-3b90-4150-bb5b-593acfea65c1/
235,2019 Hyundai Elantra GT N Line,"$20,350","48,762 mi.","
Shift Los Angeles
",http://www.cars.com/vehicledetail/937e85bf-e2f2-48a8-ba87-3ee89b0cb851/
236,2020 BMW X4 M Competition,"$67,998","15,301 mi.","
Beverly Hills BMW
",http://www.cars.com/vehicledetail/1396720c-32f2-4b72-86aa-77f0781a741b/
237,1989 Ferrari 348 TB,"$59,950","63,011 mi.","
Beverly Hills Car Club
",http://www.cars.com/vehicledetail/54fe94ab-8322-4bd0-82b5-32774f77c748/
238,2021 Jaguar E-PACE 300 Sport,"$47,998","6,715 mi.","
Ideal Motor Group
",http://www.cars.com/vehicledetail/ee18a033-3e21-4e4f-99c2-05b664cfe48d/
239,2020 Jaguar F-PACE 25t Prestige,"$36,998","30,986 mi.","
HGreg Infiniti Monrovia
",http://www.cars.com/vehicledetail/448568c8-5b47-4c5f-8e3f-8729fcb414c0/
240,2014 Aston Martin V8 Vantage Base,"$54,800","25,275 mi.","
Well Auto
",http://www.cars.com/vehicledetail/4c382f34-0836-4cab-9765-9517bc7216c0/
241,2017 Mercedes-Benz AMG CLA 45 Base 4MATIC,"$34,876","45,576 mi.","
CAR LUX
",http://www.cars.com/vehicledetail/69673440-7c08-48ea-b743-0b949f6c33bb/
242,2017 Hyundai Elantra GT Base,"$12,999","91,822 mi.","
LA Auto Exchange
",http://www.cars.com/vehicledetail/45bc1e7e-9bfe-45a5-9642-48d8faa9a3ec/
243,2022 Rivian R1S Launch Edition,"$138,888",926 mi.,"
Platinum Autohaus
",http://www.cars.com/vehicledetail/7f511c01-846e-467a-8825-7dfa7af80f1b/
244,2019 Mercedes-Benz Sprinter 1500 High Roof,"$55,995","36,127 mi.","
Penske Cadillac of South Bay
",http://www.cars.com/vehicledetail/69092698-e4b0-4caa-85a1-c3faeadfd024/
245,2008 Acura TL 3.2,"$10,950","94,322 mi.","
Shift Los Angeles
",http://www.cars.com/vehicledetail/5fc4b746-6ebd-42c6-9323-4a9c3aac421f/
246,2019 Chevrolet Camaro 1LT,"$21,999","69,375 mi.","
Royal Auto Dealer La Verne
",http://www.cars.com/vehicledetail/7db6b705-9b30-4349-871e-2e0e514f8833/
247,2017 Acura MDX 3.5L w/Advance & Entertainment Pkgs,"$33,598","43,932 mi.","
AutoNation Acura South Bay
",http://www.cars.com/vehicledetail/439b39e8-db0e-493f-942d-31635850684c/
248,2018 Audi A3 e-tron 1.4T Premium,"$27,733","51,284 mi.","
STG Auto Group of Bellflower
",http://www.cars.com/vehicledetail/9beef794-e9de-438c-9620-1888f86d9fd3/
249,2019 Audi A4 allroad 2.0T Premium,"$37,550","37,518 mi.","
STG Auto Group of Bellflower
",http://www.cars.com/vehicledetail/f486605c-2e37-47df-91c1-e7a424a8b5f7/
250,2014 Toyota Land Cruiser V8,"$40,900","142,411 mi.","
Lexus of Cerritos
",http://www.cars.com/vehicledetail/8667c718-462f-4e64-a349-ea12ed177caa/
251,2021 BMW 530e 530e,"$48,999","29,240 mi.","
Long Beach BMW
",http://www.cars.com/vehicledetail/d2429479-c635-48dc-9729-72f9e8ca784d/
