,Vehicle Name,Price,Mileage,Dealer Name,Link
27,2020 Ford Transit-350 Base,"$55,336","29,282 mi.","
Bill Brandt Ford Inc
",http://www.cars.com/vehicledetail/e8a6e85a-95ae-43e8-9020-959c32d68317/
28,2017 Toyota RAV4 Hybrid XLE,"$26,991","68,937 mi.","
Livermore Ford Lincoln
",http://www.cars.com/vehicledetail/3ef1f0cd-108b-4941-a3c8-6b999b5e490e/
29,2021 Lincoln Corsair Reserve,"$46,423","6,833 mi.","
Livermore Ford Lincoln
",http://www.cars.com/vehicledetail/a9971495-8b01-4298-b56b-7cdd08457d2a/
30,2015 Toyota Highlander Limited Platinum,"$36,998","20,555 mi.","
CarMax Pleasanton - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/320d88cc-36d8-4dcf-ba4a-ded9b874d269/
31,2017 Nissan Titan S,"$27,998","49,793 mi.","
CarMax Pleasanton - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/cd21ed55-8609-49bb-9b1c-52bbf9b33823/
32,2022 GMC Sierra 1500 Limited Denali,"$62,689","26,244 mi.","
Dublin Buick GMC
",http://www.cars.com/vehicledetail/e5bca50c-d393-4c49-8015-d94854bbd80c/
33,2022 BMW 330 i,"$41,995","16,270 mi.","
Dublin Buick GMC
",http://www.cars.com/vehicledetail/688d6e7f-f61b-41fd-9e4c-546a5d966174/
34,2012 McLaren MP4-12C Coupe,"$109,888","23,794 mi.","
Autobahn Gallery
",http://www.cars.com/vehicledetail/6c29ef88-7348-4318-b57e-6d1a7a24f1d3/
35,2009 Mercedes-Benz S-Class S 550 4MATIC,"$16,981","84,760 mi.","
Mercedes-Benz of San Jose
",http://www.cars.com/vehicledetail/6d4c0bd8-78e3-4f02-809c-fcd1974c9db9/
36,2018 Lincoln Continental Reserve,"$38,389","30,740 mi.","
Mercedes-Benz of San Jose
",http://www.cars.com/vehicledetail/63b20710-4f13-4277-a4aa-2c5a00bb99b9/
37,2016 BMW M2 Base,"$37,800","64,424 mi.","
Eastbay Motorcars
",http://www.cars.com/vehicledetail/cc973e67-7d06-4909-af48-62a44b5bc547/
38,2021 BMW X7 xDrive40i,"$56,500","38,699 mi.","
INFINITI of San Jose
",http://www.cars.com/vehicledetail/6f36e6c3-e2c4-4e8e-bf8f-95ee4cc95f07/
39,2021 BMW X7 xDrive40i,"$56,700","38,010 mi.","
INFINITI of San Jose
",http://www.cars.com/vehicledetail/3f2caf64-2cde-4eea-9f8e-f614c0c699c7/
40,2021 BMW Z4 sDrive30i,"$43,995","20,893 mi.","
INFINITI of San Jose
",http://www.cars.com/vehicledetail/94aeaf17-d87b-404b-91f0-d153e42eb7f4/
41,2022 INFINITI QX55 LUXE,"$44,150","5,183 mi.","
Nissan of Elk Grove
",http://www.cars.com/vehicledetail/a89e47e2-75d6-4323-b938-6b3ba07022e8/
42,2019 Subaru Forester Premium,"$28,254","30,615 mi.","
Kelley Buick GMC of Bartow
",http://www.cars.com/vehicledetail/4167b3c3-8495-4ef3-ae60-d7fb0cb81ab6/
43,2020 Jaguar F-PACE 25t Premium,"$31,400","54,705 mi.","
Elk Grove Buick GMC
",http://www.cars.com/vehicledetail/a2662611-06bb-4246-a1dd-271045aad737/
44,2016 Ford F-250 XLT,"$49,998","66,966 mi.","
CarMax Fremont - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/608fbeae-4646-442e-af55-d284966b970f/
45,2019 Jaguar E-PACE SE,"$32,998","27,475 mi.","
CarMax Fremont - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/ca38c996-8155-4f16-9f5f-ac6ed6d39d1e/
46,2021 BMW X5 PHEV xDrive45e,"$62,995","28,555 mi.","
BMW of Fremont
",http://www.cars.com/vehicledetail/daf1a3a4-8e1c-41b1-b09e-e0f3446107bd/
47,2021 Volvo S60 T5 Momentum,"$37,590","10,659 mi.","
Capitol Buick GMC
",http://www.cars.com/vehicledetail/cf32eac8-d540-412e-aad1-354cdc04a3a6/
48,2022 Hyundai Elantra N Base,"$37,900","2,938 mi.","
Capitol Hyundai
",http://www.cars.com/vehicledetail/4492dbdc-f5e7-40ef-99cb-7279ebd75189/
49,2021 Chevrolet Traverse LT Leather,"$36,998","40,143 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/82a591e6-c964-4ab8-aa3f-86f7e0f42c59/
50,2018 Chrysler Pacifica Touring-L,"$24,998","61,493 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/ee030711-f3cf-4f30-8c52-31265ee7104d/
51,2014 Audi S4 3.0T Prestige,"$31,998","45,607 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/044f48b2-00fe-4f71-889d-90cb2e7efb57/
52,2022 Kia K5 GT,"$35,998","16,421 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/2d6b6e0e-ca2c-43ac-8c12-bca7e56a8f55/
53,2018 Jeep Renegade Sport,"$19,998","52,817 mi.","
CarMax Sacramento South - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/de9e15c1-cadc-4f8d-9e70-3ef2e4772cca/
54,2020 Land Rover Discovery Landmark Edition,"$52,907","18,736 mi.","
JLR San Jose LLC
",http://www.cars.com/vehicledetail/d8d4329d-1add-443a-94ac-45d57561a76b/
55,2014 Jaguar XJ XJL Supercharged,"$26,999","51,750 mi.","
Stevens Creek BMW
",http://www.cars.com/vehicledetail/69d84afd-aaaa-421a-b288-b50cdee293da/
56,2021 BMW X7 xDrive40i,"$67,596","18,882 mi.","
Stevens Creek BMW
",http://www.cars.com/vehicledetail/122aa2f0-03b9-4a4c-831c-1e618c37e68b/
57,2013 Chevrolet Express 2500 LS,"$26,497","59,522 mi.","
Hayward Mitsubishi
",http://www.cars.com/vehicledetail/0fabaf0d-803b-474c-97be-81d82e9cbda6/
58,2016 Cadillac CTS 3.6L Twin Turbo Vsport,"$28,940","63,486 mi.","
Stevens Creek Mazda
",http://www.cars.com/vehicledetail/4b03def3-164f-4c10-91ac-d0d911bc90e6/
59,2019 Acura MDX 3.5L w/Technology Package,"$34,989","32,064 mi.","
Genesis of Stevens Creek
",http://www.cars.com/vehicledetail/65ecd31e-44f1-4e76-a91a-5dcd2f88cb42/
60,2021 Land Rover Defender 90 X,"$82,100","3,640 mi.","
Genesis of Stevens Creek
",http://www.cars.com/vehicledetail/2b9aee21-447b-46a9-9ca9-6557df798077/
61,2021 Ford Ranger XL,"$29,989","38,607 mi.","
Stevens Creek Hyundai
",http://www.cars.com/vehicledetail/e529cad9-8f5a-4ac8-9f80-b18d4a6f425f/
62,2019 INFINITI QX50 ESSENTIAL,"$30,500","34,510 mi.","
Genesis of Stevens Creek
",http://www.cars.com/vehicledetail/3bc9e55d-b335-4f6e-b660-40b38b45b539/
63,2022 Audi Q7 45 Premium Plus,"$56,804","4,010 mi.","
Kelley Buick GMC of Bartow
",http://www.cars.com/vehicledetail/0edddddc-594b-4bee-a936-df9a2964d8b7/
64,2022 Genesis G70 2.0T,"$40,940","4,105 mi.","
Genesis of Stevens Creek
",http://www.cars.com/vehicledetail/6d49c7b3-9d28-44e2-bf3a-0b4e8a09450d/
65,2020 Mercedes-Benz GLS 450 Base 4MATIC,"$63,955","32,613 mi.","
Mercedes-Benz of Stevens Creek
",http://www.cars.com/vehicledetail/60d04a86-ec10-445d-8542-64e59168224f/
66,2016 RAM ProMaster 1500 Low Roof,"$29,995","24,917 mi.","
Stevens Creek Toyota
",http://www.cars.com/vehicledetail/18112ef7-aa63-424f-9210-5ba6a2b7d4a4/
67,2016 Ford Focus ST Base,"$23,990","34,086 mi.","
Carvana-Touchless Delivery To Your Home
",http://www.cars.com/vehicledetail/141f038e-5f70-438b-a884-a832f0e61a1d/
68,2020 Kia Stinger GT1,"$36,995","24,571 mi.","
Stevens Creek Toyota
",http://www.cars.com/vehicledetail/266d2d69-169f-4b8d-8dd0-3831aa133492/
69,2011 Land Rover LR4 Base,"$19,995","69,401 mi.","
MAG Motor Company
",http://www.cars.com/vehicledetail/d9bdc724-6ade-4b93-89bb-c62822e9d71a/
70,2020 Mercedes-Benz AMG E 53 Base 4MATIC,"$64,988","16,868 mi.","
Mercedes-Benz of Walnut Creek
",http://www.cars.com/vehicledetail/2e855c35-5486-4e7f-8373-bee512ba7ab7/
71,2020 Mercedes-Benz AMG CLS 53 Base 4MATIC,"$62,886","29,354 mi.","
Mercedes-Benz of Walnut Creek
",http://www.cars.com/vehicledetail/42cf3167-ec09-46b2-935b-0fe81d47e015/
72,2015 Porsche Panamera E-Hybrid S,"$45,999","45,527 mi.","
Mercedes-Benz of Walnut Creek
",http://www.cars.com/vehicledetail/9dd0efa1-30b1-4c05-adf3-07b13282e8ef/
73,2021 Land Rover Discovery Sport SE,"$47,888","12,406 mi.","
Cole European Jaguar-Land Rover
",http://www.cars.com/vehicledetail/13e30835-c0a3-4b4d-b262-f02ca9357608/
74,2021 Land Rover Discovery Sport R-Dynamic SE,"$49,888","9,783 mi.","
Cole European Jaguar-Land Rover
",http://www.cars.com/vehicledetail/1d427d7a-9ca6-4fd9-ab00-d2540d26861c/
75,2018 Chevrolet Impala 1LT,"$21,999","48,695 mi.","
Integrity Auto Sales
",http://www.cars.com/vehicledetail/b14417cc-7dd7-4c75-92c8-f6ce94a8ced2/
76,2021 Maserati Levante S GranSport,"$71,884","13,281 mi.","
Luxury Cars Los Gatos LLC
",http://www.cars.com/vehicledetail/338e9188-b5b2-41a3-9e1b-4f12f73d4609/
77,1998 Ford Mustang SVT Cobra,"$34,990","42,468 mi.","
Elite Motor Cars
",http://www.cars.com/vehicledetail/a9284e0d-966c-4b26-b2e8-17b6b4bceb5b/
78,2019 Mazda Mazda6 Touring,"$25,792","13,896 mi.","
Toyota Sunnyvale
",http://www.cars.com/vehicledetail/80226ff3-719a-4181-8eff-c480d217af89/
79,2018 Mercedes-Benz AMG C 43 Base 4MATIC,"$44,998","30,274 mi.","
High Class Auto Sales
",http://www.cars.com/vehicledetail/c14d2f29-a236-4c15-943c-d0a8aa47f8fa/
80,2007 Mercedes-Benz CLS-Class 6.3L AMG,"$12,998","150,540 mi.","
High Class Auto Sales
",http://www.cars.com/vehicledetail/d07378ef-f11a-480e-8854-73312018fc33/
81,2010 Audi Q7 3.6 Premium Plus,"$12,999","69,221 mi.","
Autoamore
",http://www.cars.com/vehicledetail/c68424e9-1904-4e8f-bfc5-70b11e47291c/
82,2021 BMW X7 M50i,"$90,955","2,976 mi.","
BMW of Mountain View
",http://www.cars.com/vehicledetail/44eafd5d-af5c-4b7b-8751-c84957a2cb69/
83,2022 Lexus IS 500 IS 500 F SPORT Performance Launch E,"$75,400","3,551 mi.","
Volvo Cars Palo Alto
",http://www.cars.com/vehicledetail/363d0d91-a423-4fd0-b8e8-d601bb0ca923/
84,2016 Mazda CX-9 Grand Touring,"$24,595","62,088 mi.","
Rudolph Mazda
",http://www.cars.com/vehicledetail/62e00103-7629-447e-b28e-e46f23f1b9cb/
85,2017 Kia Niro EX,"$24,461","20,796 mi.","
Folsom Lake Toyota
",http://www.cars.com/vehicledetail/b85b9959-372b-40d3-9c34-b14fb4e139bb/
86,2019 Lexus UX 250h F Sport,"$35,334","53,836 mi.","
Shingle Springs Subaru
",http://www.cars.com/vehicledetail/0ec05757-05da-4177-84f7-bc9bd3e4ac02/
87,2022 Mercedes-Benz EQS 580 Base 4MATIC,"$139,300","1,086 mi.","
Mercedes-Benz of Sacramento
",http://www.cars.com/vehicledetail/602d81f6-3d21-4eef-b71b-c78533a7eae6/
88,2016 Lincoln Navigator Reserve,"$33,990","69,523 mi.","
Carvana-Touchless Delivery To Your Home
",http://www.cars.com/vehicledetail/12adcbed-4ef8-4def-a316-1a2523c1f65d/
89,2022 INFINITI QX55 LUXE,"$42,677","20,705 mi.","
Jaguar-Land Rover Sacramento
",http://www.cars.com/vehicledetail/39aaf9e9-6a9b-4fe6-b5b7-a4892ca26e48/
90,2022 Chevrolet Silverado 1500 Limited Custom,"$39,999","11,595 mi.","
Chevrolet of Watsonville
",http://www.cars.com/vehicledetail/d2e7330e-8472-40b9-b066-011c13d2c950/
91,2015 BMW 228 i,"$19,637","77,643 mi.","
Car Expo Auto Center
",http://www.cars.com/vehicledetail/077d8781-c361-4597-a41e-70af8a5c7376/
92,2017 Ford Focus RS Base,"$31,875","75,750 mi.","
Kareem Auto Sales
",http://www.cars.com/vehicledetail/d66ec9e5-e0c8-4785-9f75-1281510e06e7/
93,2017 Kia Niro Touring,"$25,224","26,517 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/2a7ae0de-a638-4d2e-bf5e-55b2212b2549/
94,2019 Lexus ES 300h ,"$32,515","88,630 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/80e9e9c3-8acb-4fcb-aed5-f00f040eadf1/
95,2015 Lexus RC F Base,"$44,991","46,495 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/55b29559-1e20-455e-aa2e-6bad1e5691f0/
96,2019 Lexus LC 500 Base,"$81,795","13,263 mi.","
Lexus of Sacramento
",http://www.cars.com/vehicledetail/d728d2e6-8122-4394-bc0d-55f4781a4ba8/
97,2019 Kia Niro Plug-In Hybrid EX,"$22,799","78,115 mi.","
Folsom Lake Ford
",http://www.cars.com/vehicledetail/26d8f16b-72db-4c6f-825a-6449967aefa9/
98,2014 Land Rover Range Rover 3.0L Supercharged HSE,"$33,000","74,943 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/b4603b7d-0763-446e-95ea-f3e325c59793/
99,2021 Volkswagen Tiguan 2.0T SE R-Line Black,"$27,990","12,889 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/e9bc082f-bc4b-45ae-952d-8309ef4338cd/
100,2019 BMW 330 i,"$30,200","53,139 mi.","
Madera Ford
",http://www.cars.com/vehicledetail/146ad731-63ca-476b-9a62-8b2e3a776434/
101,2018 Mercedes-Benz S-Class S 560,"$49,997","77,927 mi.","
Reliable Auto Source
",http://www.cars.com/vehicledetail/a15363f5-a99d-4b9b-83f4-485a3d1f613c/
102,2021 Mercedes-Benz GLS 450 4MATIC,"$61,995","42,233 mi.","
Sacramento Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/9bffa3da-39cf-4314-a30b-17eb10e6f1df/
103,2019 Porsche Cayenne E-Hybrid Base,"$70,995","28,641 mi.","
Sacramento Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/ba078fba-d406-4173-8352-4ec29b732801/
104,2011 Jaguar XK Base,"$22,999","60,000 mi.","
Posh Motors
",http://www.cars.com/vehicledetail/4d156554-2df7-43e5-be8c-f2af5542b181/
105,2022 Chrysler Pacifica Limited,"$47,250","18,499 mi.","
Hebert's Town & Country Chrysler Dodge Jeep RAM
",http://www.cars.com/vehicledetail/48b61dcc-a71f-4fd6-977d-9124011edb91/
106,2013 INFINITI G37 Base,"$27,999","28,000 mi.","
Posh Motors
",http://www.cars.com/vehicledetail/06ff3d71-42c8-4de8-9308-4cd988d0fcba/
107,2014 Porsche Panamera E-Hybrid S,"$32,999","126,567 mi.","
TRED Private Seller (East Bay)
",http://www.cars.com/vehicledetail/638a0725-ed0d-4083-86d3-e60fcd14b922/
108,2023 Genesis GV80 3.5T,"$71,308",722 mi.,"
Future Ford of Sacramento
",http://www.cars.com/vehicledetail/1494a592-5001-407e-ad37-e292fdab1db1/
109,2020 BMW X2 xDrive28i,"$32,000","13,984 mi.","
Ron Dupratt Ford
",http://www.cars.com/vehicledetail/73beae02-13eb-4996-b914-53ab4f1862c5/
110,2021 Honda Pilot EX,"$33,988","8,559 mi.","
Future Honda
",http://www.cars.com/vehicledetail/a0a7f071-8330-44a6-8d45-1c7cd421152e/
111,2021 Dodge Charger R/T,"$38,950","11,468 mi.","
Future Chrysler Dodge Jeep Ram of Fairfield
",http://www.cars.com/vehicledetail/265bf83c-3287-4914-8f5e-df6f9b541418/
112,2019 BMW M4 Base,"$65,000","12,767 mi.","
Sunwise Fairfield Preowned Superstore
",http://www.cars.com/vehicledetail/e0d35399-f186-4998-b41f-45d1d213d7e1/
113,2022 Ford Bronco Raptor,"$110,000",729 mi.,"
North Bay Ford
",http://www.cars.com/vehicledetail/2451d5cf-e141-4e0f-99b3-9f87662131c5/
114,2020 BMW 745e 745e xDrive iPerformance,"$67,998","14,100 mi.","
Select Motors
",http://www.cars.com/vehicledetail/62df4ca9-553c-46bb-95bf-b0a116e76852/
115,2018 BMW 640 Gran Turismo 640i xDrive,"$38,998","29,000 mi.","
Select Motors
",http://www.cars.com/vehicledetail/6c2f4a4c-6b6f-4949-acff-2694d2b99ccb/
116,2006 Honda Element EX-P,"$13,999","49,781 mi.","
Autometrics Quality Used Cars
",http://www.cars.com/vehicledetail/80848ba8-339b-41dd-a7d9-d70f55021dc6/
117,2004 Toyota Tundra SR5,"$23,988","68,315 mi.","
Roseville Automaxx
",http://www.cars.com/vehicledetail/a57005e3-f859-4cf4-a75f-0f5f0f721d56/
118,2009 Honda Pilot Touring,"$9,795","161,215 mi.","
Armani Motors
",http://www.cars.com/vehicledetail/8d314cd9-3229-4ae9-9e94-aa08cbded193/
119,2014 Maserati Quattroporte GTS,"$28,995","55,559 mi.","
Armani Motors
",http://www.cars.com/vehicledetail/fc4ab5da-05bc-40ab-b015-2812381bb850/
120,2014 Ford Expedition XLT,"$14,860","119,405 mi.","
Lexus of Roseville
",http://www.cars.com/vehicledetail/8127af6b-47c4-47e5-b0b9-b33ebfcb43b5/
121,2015 Lexus GX 460 Base,"$27,966","110,186 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/d8774cf9-83dd-41a0-8cd7-d6720638bbb5/
122,2019 BMW 530e iPerformance,"$40,955","25,255 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/f1d4eace-94d2-4596-8784-5a410fdd16a7/
123,2019 Mercedes-Benz AMG GLC 43 4MATIC Coupe,"$56,418","11,035 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/6183e329-807f-49b4-9908-3895f31ad753/
124,2019 BMW M850 i xDrive,"$72,988","13,885 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/62a596f5-fbe1-4d35-a2b4-42edb7ab8cb4/
125,2019 BMW 530e iPerformance,"$36,990","45,349 mi.","
BMW of Roseville
",http://www.cars.com/vehicledetail/2b91ac33-a32a-43ab-8c66-ca4261208fc8/
126,2018 Ford Transit-350 XL,"$47,999","63,923 mi.","
Speck Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/315ea070-3d51-4372-83ac-21b71101013f/
127,2022 INFINITI QX55 LUXE,"$46,977","3,106 mi.","
Roseville Toyota
",http://www.cars.com/vehicledetail/ba5954d3-b32b-416a-aa95-b0d7552e660d/
128,2018 Acura RLX Technology Package,"$31,899","48,821 mi.","
Niello Acura
",http://www.cars.com/vehicledetail/4004f0df-f257-443d-a002-cdfd374e0e9d/
129,2022 Subaru Ascent Onyx Edition,"$41,998","9,299 mi.","
CarMax Sacramento/Roseville - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/b5a6607f-6e13-40fd-8b71-9836472d6e0f/
130,2020 Audi SQ5 3.0T Premium,"$46,980","30,778 mi.","
Porsche Rocklin
",http://www.cars.com/vehicledetail/4c3d3d7f-8737-4108-a82c-7e90beaddc6e/
131,2017 Audi S3 2.0T Premium Plus,"$29,950","52,462 mi.","
Shift Bay Area
",http://www.cars.com/vehicledetail/4942892a-f873-4bde-a428-01fee781aeb9/
132,2015 Maserati GranTurismo Base,"$55,500","23,500 mi.","
Inflowtech Motors
",http://www.cars.com/vehicledetail/8a462b52-507a-48c5-8d55-9e5fb826a2b5/
133,2020 BMW M235 Gran Coupe i xDrive,"$38,999","31,627 mi.","
BMW of San Francisco
",http://www.cars.com/vehicledetail/ba4bfe14-728b-4467-bafa-953147200bcd/
134,2017 Volvo S60 Cross Country T5,"$30,998","14,029 mi.","
CarMax Serramonte - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/6e274d89-5dfd-4cf0-b6f3-79381d4db338/
135,2019 BMW X3 sDrive30i,"$31,998","32,801 mi.","
CarMax Serramonte - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/739bf9e1-1666-4826-9938-f1e71a2c124a/
136,2016 Chevrolet Volt Premier,"$22,500","60,430 mi.","
Green Light Auto Wholesale
",http://www.cars.com/vehicledetail/698e89e0-a492-4a0a-89c1-f522f74ae037/
137,2014 Scion xB ,"$16,988","60,432 mi.","
City Toyota
",http://www.cars.com/vehicledetail/bacc3e43-07ed-4106-bf0a-50f92327ec5b/
138,2021 Porsche Macan GTS,"$77,889","21,618 mi.","
Audi Fresno
",http://www.cars.com/vehicledetail/81643a17-8caa-44c7-beee-35b63be5657e/
139,2019 Audi A6 55 Prestige,"$44,998","30,002 mi.","
CarMax Fresno - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/c5ab6378-3d12-4f6f-8178-37020ba3d461/
140,2020 Lexus NX 300h Base,"$35,998","44,307 mi.","
CarMax Fresno - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/2abcb59b-cdcb-4513-8298-c4a05592af25/
141,2016 Subaru Impreza 2.0i Premium,"$19,900","27,104 mi.","
Fresno Lexus
",http://www.cars.com/vehicledetail/2141061a-4611-4bdc-b7e5-ea4bfb1e6bcb/
142,2019 Lexus UX 200 ,"$29,535","18,159 mi.","
Lithia Hyundai of Fresno
",http://www.cars.com/vehicledetail/c299ae29-4f97-47b1-9d77-8b9e80732989/
143,2022 Ferrari SF90 Spider ,"$999,000","1,217 mi.","
Ferrari of San Francisco
",http://www.cars.com/vehicledetail/4e9ec81f-3f78-4a12-93d4-47a4dec9434e/
144,2016 Ford Edge Sport,"$21,784","70,754 mi.","
Lithia Subaru of Fresno
",http://www.cars.com/vehicledetail/cacb191d-aabc-44e4-898b-63445ec2ffc8/
145,2021 Audi RS Q8 4.0T quattro,"$124,988","5,746 mi.","
Marin Mazda
",http://www.cars.com/vehicledetail/a1803d04-dc6c-4a51-b146-1ced416dcf67/
146,2015 Audi SQ5 3.0T Premium Plus,"$26,976","68,786 mi.","
Volkswagen Marin
",http://www.cars.com/vehicledetail/1f70e2da-0147-47ec-9d75-968d7633bab6/
147,2017 Lincoln MKC Reserve,"$23,984","46,749 mi.","
Leson Chevrolet
",http://www.cars.com/vehicledetail/4ae5acf0-f0aa-4487-b9cd-247ca993335e/
148,2015 Scion tC ,"$16,695","83,043 mi.","
DriveTime of Fresno
",http://www.cars.com/vehicledetail/c490f755-7eff-4be0-8dad-a085ef61acb9/
